,Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_amount_spent,Total_accept_campaign,Year,children,Status_Divorced,Status_Married,Status_Single,Status_Together
180,2,16248.0,77,3,2,1,3,6,0,0,32,45,0,2014,1,0,1,0,0
301,1,23976.0,68,3,3,1,3,7,0,0,36,52,0,2013,1,0,0,0,1
496,1,27203.0,92,2,1,1,2,8,0,0,70,51,0,2012,2,0,0,0,1
1372,2,46390.0,56,1,4,2,3,7,0,0,65,127,0,2014,1,1,0,0,0
279,1,37760.0,20,2,4,1,6,7,0,0,74,233,0,2012,0,0,0,0,1
2018,1,23272.0,29,1,1,0,3,4,0,0,67,27,0,2013,0,1,0,0,0
2101,1,58275.0,48,6,8,2,7,7,0,0,65,426,0,2013,2,1,0,0,0
1915,1,80982.0,48,3,11,5,11,5,1,0,61,686,0,2013,2,0,0,1,0
1989,3,32644.0,38,4,7,1,6,8,0,0,47,174,1,2013,1,0,1,0,0
517,2,73454.0,95,1,2,4,6,5,0,0,33,669,1,2014,0,0,0,1,0
1396,2,44511.0,39,6,8,4,8,8,0,0,50,214,0,2012,1,0,1,0,0
1069,3,87171.0,27,1,6,7,11,2,0,0,39,297,2,2013,0,0,1,0,0
476,2,38961.0,60,1,2,1,2,7,0,0,47,51,0,2013,1,0,1,0,0
157,1,60199.0,49,1,0,0,3,4,0,0,42,10,0,2013,3,0,0,1,0
1243,3,69969.0,64,1,4,2,6,3,0,1,55,654,2,2013,0,0,1,0,0
1195,2,51412.0,42,2,3,2,4,4,0,0,62,55,0,2013,1,0,1,0,0
16,1,41850.0,51,3,3,0,3,8,0,0,40,43,0,2012,2,0,1,0,0
1535,3,51411.0,81,1,0,0,3,5,0,0,67,4,0,2013,3,0,0,1,0
1072,3,41014.0,65,1,1,0,2,7,0,0,42,13,0,2013,1,0,1,0,0
2213,2,33562.0,33,3,2,0,4,4,0,0,57,30,0,2014,3,0,1,0,0
546,2,39548.0,87,2,1,1,3,3,0,0,57,39,0,2014,2,0,0,1,0
1539,1,30983.0,50,1,4,0,3,8,0,1,57,116,0,2012,0,0,0,1,0
658,2,14661.0,88,1,1,0,3,6,0,0,64,22,0,2013,0,0,0,0,1
1971,1,24570.0,97,3,4,0,4,9,0,0,36,165,0,2013,1,0,1,0,0
1852,2,11448.0,16,1,1,0,2,6,0,0,45,14,0,2013,0,1,0,0,0
1019,1,28647.0,54,1,2,2,2,7,0,1,42,75,1,2013,1,0,0,1,0
2019,2,49912.0,5,4,10,5,7,8,0,1,71,354,1,2012,1,0,0,0,1
1504,1,73538.0,92,3,10,4,9,7,0,0,55,847,0,2012,1,0,1,0,0
959,1,92955.0,35,1,6,7,9,2,0,1,47,1085,2,2013,0,0,1,0,0
2168,1,52914.0,32,2,7,3,3,7,0,0,49,321,1,2013,1,0,1,0,0
283,1,75278.0,17,1,6,3,13,3,0,0,68,626,0,2013,0,0,0,0,1
1632,2,35924.0,56,1,1,0,3,5,0,0,51,26,0,2014,2,0,0,0,1
797,1,48192.0,76,3,2,8,12,8,0,1,62,487,3,2013,0,0,1,0,0
1972,3,25509.0,15,3,3,0,3,9,0,1,46,61,0,2012,1,1,0,0,0
225,1,51537.0,27,3,2,2,11,8,0,0,68,316,0,2012,1,1,0,0,0
26,1,53359.0,4,4,5,1,4,7,0,0,44,84,0,2013,2,0,1,0,0
2103,1,34587.0,68,2,1,0,3,4,0,0,67,15,0,2014,2,0,0,0,1
1799,1,90369.0,2,1,4,6,6,1,0,1,64,1296,0,2014,0,0,1,0,0
437,3,56223.0,72,2,2,1,5,4,0,0,72,79,0,2013,1,0,1,0,0
2201,1,88325.0,42,1,6,2,9,2,0,0,39,1104,0,2014,0,0,0,0,1
1388,1,39996.0,85,1,1,0,2,6,0,0,46,4,0,2014,2,1,0,0,0
229,2,81975.0,2,1,6,3,4,7,0,0,58,605,1,2013,1,1,0,0,0
37,2,23718.0,76,3,3,1,2,7,0,0,44,75,0,2013,1,0,1,0,0
1693,1,18358.0,49,3,3,0,4,7,0,0,31,51,0,2013,1,0,0,1,0
749,3,62220.0,55,5,7,6,5,6,0,1,48,427,0,2012,1,0,0,0,1
1045,3,69098.0,82,1,7,8,9,5,0,0,71,1125,0,2013,0,0,1,0,0
1398,2,47352.0,70,4,6,1,5,7,0,0,69,147,0,2013,1,0,0,0,1
469,1,38415.0,91,2,1,0,3,7,0,0,42,22,0,2013,2,0,1,0,0
1906,1,57107.0,44,7,4,4,8,8,0,1,52,257,2,2012,1,0,0,1,0
954,3,52597.0,69,3,6,3,8,5,0,0,58,86,0,2014,1,0,0,1,0
2210,1,58025.0,81,3,3,2,10,4,0,0,41,200,0,2013,1,0,1,0,0
687,2,47570.0,3,3,2,2,2,7,0,1,71,54,0,2013,2,1,0,0,0
1056,3,35860.0,37,2,1,1,2,5,0,0,47,34,1,2014,2,1,0,0,0
639,2,77632.0,73,1,4,2,6,2,0,1,73,1052,2,2013,0,0,0,0,1
2066,1,64713.0,11,2,5,5,7,4,0,1,50,422,0,2014,1,1,0,0,0
1218,3,75032.0,74,2,5,4,9,3,0,0,61,263,0,2013,1,0,1,0,0
1158,1,62710.0,53,4,4,2,12,4,0,0,48,165,0,2013,1,0,1,0,0
1415,3,54132.0,81,1,1,0,3,7,0,0,51,12,0,2014,1,0,0,0,1
1985,1,13672.0,86,2,1,0,3,8,0,0,60,19,0,2013,2,0,0,0,1
1527,2,23331.0,97,6,5,1,5,9,0,0,32,165,0,2012,1,0,0,1,0
1939,1,36065.0,54,3,3,0,3,8,0,0,52,56,0,2013,2,0,0,1,0
2191,1,57731.0,0,4,8,8,6,6,0,0,51,438,0,2012,1,0,0,1,0
1300,1,65169.0,23,1,10,4,13,6,0,1,38,115,4,2014,0,0,1,0,0
2218,2,51381.5,53,0,0,0,1,0,0,0,42,1647,1,2012,0,0,0,0,1
800,1,55267.0,28,4,3,4,6,3,0,0,63,244,0,2013,1,0,1,0,0
1603,2,12393.0,38,1,2,0,3,9,0,0,42,52,0,2012,0,0,1,0,0
160,2,30523.0,0,1,1,0,2,7,0,0,62,8,0,2013,3,0,0,1,0
1704,1,80398.0,92,1,5,8,12,3,0,0,54,1255,1,2012,0,0,1,0,0
956,3,40233.0,84,5,2,1,5,6,0,0,45,69,0,2013,1,0,1,0,0
1743,2,31859.0,3,1,1,0,3,7,0,0,40,45,0,2014,1,0,0,1,0
1186,1,62307.0,94,1,4,0,4,5,0,0,68,73,0,2014,1,0,0,1,0
821,3,80995.0,83,1,8,9,4,4,0,0,62,622,0,2013,1,1,0,0,0
1729,1,54984.0,51,4,6,1,6,7,0,0,61,185,1,2014,1,0,1,0,0
2045,1,48794.0,97,1,1,0,3,4,0,0,67,29,0,2014,2,0,0,0,1
877,3,86857.0,96,1,5,6,10,2,0,1,48,1215,0,2012,0,0,0,1,0
1919,1,64849.0,42,1,9,3,6,5,0,1,63,684,0,2012,0,0,0,1,0
913,3,46015.0,25,1,1,0,3,7,0,0,65,8,2,2014,2,0,0,0,1
1884,1,61671.0,23,8,10,4,6,8,0,0,52,91,2,2014,1,1,0,0,0
152,2,46344.0,28,4,7,1,5,7,0,0,48,196,0,2012,1,0,0,0,1
98,2,78497.0,44,1,5,7,12,2,0,0,69,771,1,2013,0,0,1,0,0
2106,2,66476.0,80,2,6,8,10,4,0,0,51,271,0,2013,1,0,0,0,1
509,2,89120.0,78,1,5,6,7,1,0,0,61,756,1,2014,0,0,0,0,1
1135,2,21282.0,76,2,2,1,2,6,0,0,42,45,0,2014,1,1,0,0,0
1250,1,74190.0,49,2,4,2,11,2,0,0,45,490,0,2014,1,0,1,0,0
2021,3,68117.0,80,2,11,8,4,6,0,1,73,312,1,2013,1,1,0,0,0
1875,3,30298.0,48,1,1,1,3,3,0,0,35,22,0,2014,0,0,0,1,0
103,3,65846.0,68,1,6,3,6,4,0,0,75,558,0,2013,0,0,1,0,0
1445,3,40304.0,82,1,2,0,3,7,0,0,53,20,0,2013,1,0,0,1,0
1443,1,77343.0,28,1,3,4,9,1,0,0,55,907,0,2014,0,0,1,0,0
1991,1,24206.0,66,1,1,0,3,6,0,0,50,18,0,2013,1,0,0,1,0
1648,3,62670.0,57,1,5,3,13,3,0,0,66,286,0,2014,1,0,1,0,0
586,3,39684.0,41,2,2,1,2,7,1,1,36,62,0,2012,1,0,0,1,0
627,2,62466.0,13,5,6,3,12,4,0,0,50,760,0,2014,1,0,1,0,0
1943,1,80872.0,60,1,4,4,10,1,0,0,69,853,0,2014,0,0,0,1,0
1696,3,38175.0,6,3,3,1,4,7,0,0,36,83,0,2013,1,0,1,0,0
1143,3,57513.0,59,2,9,3,13,6,0,0,77,325,0,2013,0,1,0,0,0
53,1,82582.0,54,1,4,9,7,1,0,1,43,1107,2,2014,0,1,0,0,0
151,1,65747.0,96,4,8,1,6,6,0,0,51,114,1,2014,1,0,1,0,0
403,3,65808.0,1,3,5,1,5,6,0,0,49,117,0,2014,2,1,0,0,0
1154,1,54450.0,0,12,9,2,8,8,0,0,64,230,0,2012,2,0,0,0,1
207,1,64497.0,17,5,11,4,9,8,0,1,66,634,1,2012,1,1,0,0,0
2173,0,26487.0,23,3,2,1,3,5,0,0,42,67,0,2013,1,0,0,1,0
1682,2,61787.0,71,1,8,4,6,5,0,0,33,698,0,2013,0,1,0,0,0
1122,2,63998.0,42,1,7,6,11,4,0,1,68,992,0,2013,0,1,0,0,0
1256,1,31454.0,40,3,2,0,3,8,0,0,60,20,0,2013,2,0,1,0,0
8,3,30351.0,19,1,3,0,2,9,0,1,46,32,0,2013,1,0,0,0,1
1014,3,28440.0,87,1,2,0,3,8,0,0,46,25,0,2013,1,0,0,0,1
2119,3,65220.0,3,4,8,4,7,6,0,1,55,392,0,2012,0,0,0,0,1
1060,2,64176.0,52,8,8,9,8,6,0,0,55,611,0,2012,1,1,0,0,0
452,2,89572.0,44,1,7,7,9,4,0,1,54,1453,2,2012,0,0,0,1,0
1675,1,49413.0,88,2,4,2,5,5,0,0,68,99,0,2013,1,0,1,0,0
253,3,63342.0,48,3,8,3,5,6,0,0,59,183,1,2012,1,0,0,0,1
1327,1,51948.0,51,2,5,2,4,5,0,0,45,229,0,2013,1,0,1,0,0
896,1,57100.0,19,1,3,3,6,3,0,0,47,228,0,2013,0,0,0,0,1
2081,2,53367.0,2,7,5,1,8,7,0,1,46,171,0,2013,2,1,0,0,0
880,1,42243.0,34,2,2,0,3,7,0,0,61,7,0,2013,2,0,1,0,0
1595,1,44512.0,57,2,1,0,3,4,0,0,60,9,0,2013,2,0,0,0,1
2170,1,26067.0,49,3,3,0,3,8,0,0,46,34,0,2013,1,0,1,0,0
623,3,34487.0,94,3,3,0,3,9,0,0,43,84,0,2012,2,1,0,0,0
345,2,33181.0,90,1,1,0,2,6,0,0,44,7,1,2014,1,0,1,0,0
143,3,68352.0,47,3,8,5,9,6,0,0,46,257,0,2013,1,0,0,1,0
1787,1,62535.0,13,1,3,2,8,3,0,0,65,235,0,2013,1,0,0,1,0
262,2,38179.0,30,4,3,1,3,7,0,0,54,52,0,2013,2,0,1,0,0
1634,1,56386.0,51,8,9,1,7,9,0,0,39,382,0,2012,2,0,0,0,1
1321,3,71604.0,3,1,8,3,5,4,0,1,75,851,1,2013,0,0,0,0,1
2013,1,48195.0,53,6,4,2,5,6,0,0,64,159,0,2014,2,0,1,0,0
1438,2,78041.0,93,1,4,4,9,2,0,0,49,837,0,2012,0,0,1,0,0
150,2,59354.0,59,1,4,4,7,3,0,0,67,164,0,2014,2,0,1,0,0
1969,1,36781.0,16,1,2,1,2,8,0,1,41,34,0,2014,1,0,1,0,0
472,3,41644.0,67,2,1,0,3,3,0,0,48,11,0,2014,2,0,0,1,0
1976,1,21994.0,4,1,0,0,3,5,0,0,63,13,0,2012,1,0,0,0,1
2011,1,28587.0,42,3,2,0,4,6,0,0,42,56,0,2014,1,0,0,0,1
1802,3,46757.0,71,6,4,4,7,9,0,0,57,366,0,2012,1,0,0,1,0
640,3,46463.0,56,7,3,1,6,6,0,0,49,72,0,2013,2,0,1,0,0
871,2,86424.0,12,1,6,9,12,1,0,0,64,839,0,2014,0,0,0,1,0
2223,1,34421.0,81,1,1,0,2,7,0,0,46,27,0,2013,1,0,1,0,0
550,2,81698.0,4,1,3,8,13,1,0,1,71,829,0,2013,0,0,1,0,0
2109,2,72217.0,93,1,3,10,8,2,0,0,58,757,0,2013,0,0,0,1,0
1959,1,72643.0,60,1,3,10,7,2,0,1,71,903,1,2013,0,1,0,0,0
488,1,76005.0,72,1,3,5,13,6,0,0,65,739,1,2013,0,0,0,0,1
1843,3,72159.0,62,1,4,6,10,2,0,0,42,1079,0,2012,0,0,1,0,0
1734,1,70321.0,6,1,6,5,13,4,0,1,73,1073,0,2013,0,0,0,0,1
146,1,23957.0,47,1,2,0,3,6,0,1,45,66,0,2012,1,0,1,0,0
1534,1,65819.0,99,1,5,4,10,3,0,0,42,1116,0,2012,0,0,1,0,0
1986,2,96547.0,4,0,7,6,8,2,0,1,40,361,3,2014,0,0,1,0,0
1369,1,21355.0,5,2,2,1,2,6,0,1,35,63,1,2013,1,0,1,0,0
2184,1,73803.0,61,2,9,5,6,6,0,1,63,695,1,2012,1,0,1,0,0
659,1,18690.0,77,1,1,1,2,8,0,0,61,54,0,2012,0,0,1,0,0
1794,1,37070.0,30,9,5,1,8,7,0,1,54,202,0,2013,2,0,0,1,0
186,1,61286.0,34,2,7,1,8,5,0,0,54,252,0,2013,1,0,1,0,0
1147,2,54197.0,16,2,1,3,6,1,0,0,60,75,0,2014,1,0,1,0,0
608,0,18978.0,41,1,1,0,3,8,0,0,47,35,0,2012,1,0,1,0,0
1930,1,25410.0,48,1,1,0,4,4,0,0,47,36,0,2013,1,0,1,0,0
197,3,46854.0,81,6,5,1,3,8,0,1,47,167,1,2014,2,0,0,1,0
293,2,35388.0,20,1,1,0,3,7,0,0,32,26,0,2013,1,1,0,0,0
766,1,33622.0,22,3,2,0,4,7,0,0,48,42,0,2013,2,0,1,0,0
400,3,55521.0,11,9,6,3,6,7,0,1,65,30,1,2013,3,0,0,1,0
122,2,19510.0,63,2,1,0,3,7,0,0,35,21,0,2013,2,0,1,0,0
202,3,40637.0,72,2,1,0,3,7,0,0,55,16,0,2013,2,0,0,1,0
835,1,34176.0,12,4,3,0,4,6,0,0,32,84,0,2014,1,0,0,1,0
1439,1,52852.0,93,4,10,7,5,8,0,0,63,165,1,2012,1,0,1,0,0
1733,3,45576.0,9,1,3,1,3,8,0,1,75,89,0,2014,0,0,0,1,0
1695,0,9722.0,7,4,3,1,3,8,0,1,47,97,0,2012,1,0,0,0,1
1707,1,60230.0,78,2,6,3,6,5,0,0,64,547,0,2013,1,0,0,1,0
2167,3,48432.0,3,5,7,1,6,8,0,0,47,102,0,2012,1,0,0,1,0
1153,1,44375.0,73,1,4,1,6,5,0,0,55,88,0,2014,1,0,1,0,0
1661,3,37929.0,49,2,4,2,5,7,0,1,35,63,2,2013,0,0,0,1,0
1759,0,28249.0,80,1,2,0,3,6,0,0,59,42,0,2014,0,0,1,0,0
854,2,44602.0,35,6,6,1,4,8,0,0,51,125,0,2014,2,0,0,0,1
1589,1,36108.0,68,3,7,1,4,9,0,0,36,198,1,2013,1,0,0,1,0
641,1,105471.0,36,0,9,8,13,3,0,1,50,715,2,2013,0,0,0,0,1
1,1,46344.0,38,2,1,1,2,5,0,0,66,16,0,2014,2,0,0,1,0
698,1,71952.0,93,2,8,4,8,4,0,0,34,787,2,2013,1,0,1,0,0
1636,2,75774.0,27,1,7,5,8,4,0,0,39,483,0,2014,1,0,0,0,1
1291,1,78569.0,14,1,4,6,4,1,0,1,74,1178,1,2014,0,0,1,0,0
2127,1,20587.0,39,1,1,1,2,7,0,0,50,23,0,2014,1,0,0,1,0
1520,3,74004.0,5,1,4,6,4,3,0,1,33,874,2,2014,0,0,0,1,0
1853,1,61825.0,56,1,4,2,8,4,0,0,41,262,0,2013,1,0,0,1,0
1136,3,33419.0,76,2,2,0,4,7,0,0,58,30,0,2013,1,0,0,1,0
2156,1,72071.0,4,3,5,4,8,2,0,0,66,807,0,2013,1,1,0,0,0
1631,2,30560.0,6,1,1,0,3,7,0,0,44,22,0,2013,1,0,0,0,1
1998,1,41638.0,68,4,5,5,3,8,0,0,56,126,1,2013,1,1,0,0,0
663,2,54690.0,76,3,3,1,5,3,0,0,49,87,0,2013,2,0,1,0,0
683,3,50611.0,98,6,4,5,7,6,0,1,60,34,1,2012,1,1,0,0,0
1257,1,47139.0,2,2,2,1,2,7,0,1,68,37,0,2014,2,0,0,1,0
317,1,64795.0,23,3,3,3,12,2,0,0,49,268,0,2013,1,0,1,0,0
648,3,50616.0,71,1,1,1,4,2,0,0,70,37,0,2014,1,0,0,0,1
1434,1,21645.0,75,3,3,0,3,9,0,1,41,51,0,2012,1,0,0,0,1
1479,3,64014.0,56,7,8,2,5,7,0,0,74,38,1,2014,3,0,0,0,1
709,2,87305.0,19,1,5,3,8,2,0,1,60,807,1,2012,0,1,0,0,0
1282,1,52531.0,68,2,7,2,10,6,0,0,49,511,0,2012,0,0,1,0,0
1768,3,28973.0,59,2,5,1,5,8,0,0,43,63,0,2012,0,0,1,0,0
972,1,53103.0,70,5,10,6,7,7,0,0,66,356,1,2013,1,0,0,0,1
1306,2,59060.0,77,3,3,1,7,4,0,0,31,239,0,2014,1,0,1,0,0
1400,1,57045.0,40,3,4,2,9,3,0,0,70,158,0,2012,1,0,1,0,0
1408,0,22634.0,47,1,2,1,2,8,0,0,54,94,0,2013,0,0,0,0,1
1496,3,49667.0,35,2,5,10,5,8,0,1,65,215,1,2012,0,0,0,1,0
2038,1,65308.0,60,1,7,8,12,4,0,0,47,498,2,2013,0,0,1,0,0
1529,3,67786.0,0,1,3,6,6,1,0,1,61,725,0,2013,0,1,0,0,0
1663,2,80141.0,20,1,7,4,10,6,0,1,34,907,1,2013,0,0,1,0,0
1354,1,53034.0,30,8,6,1,7,8,0,0,46,287,0,2013,2,1,0,0,0
2175,1,67716.0,8,4,7,4,13,5,0,0,60,486,1,2013,1,0,1,0,0
2190,0,16185.0,71,2,2,2,2,8,0,0,30,101,0,2013,1,0,0,1,0
1643,1,82014.0,48,1,3,6,12,6,0,1,59,531,0,2012,0,0,0,1,0
1051,1,72228.0,87,1,6,7,8,3,0,0,68,619,0,2012,0,0,0,1,0
795,1,34838.0,62,3,2,1,4,6,0,0,69,142,0,2013,2,0,1,0,0
1597,3,54072.0,71,1,2,0,2,8,0,0,57,4,0,2013,2,0,1,0,0
1819,2,80739.0,92,1,3,11,9,1,0,0,62,959,0,2013,0,0,1,0,0
1722,1,18690.0,77,1,1,1,2,8,0,0,61,54,0,2012,0,0,1,0,0
1183,2,78579.0,35,1,5,6,4,3,0,1,50,996,0,2012,0,1,0,0,0
1059,1,83528.0,7,1,4,10,8,1,0,1,28,1120,2,2014,0,0,0,1,0
540,1,54058.0,56,2,4,6,8,3,0,0,44,464,0,2013,1,0,0,0,1
1678,1,56534.0,35,4,10,4,7,8,0,1,52,124,2,2013,1,0,0,0,1
1757,3,36802.0,23,1,1,0,3,5,0,0,40,4,0,2014,1,0,0,1,0
1923,2,21059.0,40,3,3,0,3,6,0,0,38,36,0,2014,1,0,1,0,0
95,1,30096.0,30,1,2,0,3,6,0,0,37,40,0,2014,1,0,1,0,0
1020,0,15038.0,93,2,2,1,2,9,0,0,33,76,0,2013,1,0,0,1,0
563,2,29298.0,60,1,1,0,2,5,0,0,69,5,0,2013,2,0,0,0,1
863,3,70123.0,27,1,5,7,4,3,0,0,37,419,2,2013,0,0,0,0,1
1484,1,87679.0,62,1,7,11,10,4,0,1,32,1265,3,2013,0,0,0,0,1
1881,3,67546.0,90,1,4,10,5,3,0,0,32,1262,0,2012,0,0,1,0,0
1038,2,33168.0,0,3,2,1,4,7,0,0,55,42,0,2012,1,0,0,1,0
206,1,44794.0,99,1,2,0,3,6,0,0,54,11,0,2014,1,0,1,0,0
392,1,43824.0,18,4,3,1,4,8,0,0,49,90,0,2012,2,0,1,0,0
870,1,39922.0,30,2,3,0,4,8,0,0,37,127,0,2013,1,0,1,0,0
397,1,75276.0,2,1,9,4,9,5,0,0,55,430,0,2012,0,0,0,0,1
2144,2,30560.0,6,1,1,0,3,7,0,0,44,22,0,2013,1,0,0,0,1
1028,1,28071.0,65,2,5,1,5,8,0,0,40,274,0,2012,0,0,0,1,0
1485,1,57867.0,48,7,7,2,9,6,0,0,42,268,0,2013,1,0,0,0,1
960,1,33471.0,47,3,3,0,4,7,0,0,47,50,0,2012,1,0,1,0,0
1570,1,34935.0,71,1,2,1,4,7,0,0,28,103,0,2013,0,0,1,0,0
1895,1,45688.0,20,2,3,1,8,4,0,0,52,27,1,2014,1,0,1,0,0
804,1,21359.0,1,2,2,0,3,8,0,1,48,36,0,2013,1,0,0,1,0
1751,2,62905.0,68,3,7,2,8,4,0,0,56,456,0,2013,1,0,1,0,0
502,1,65665.0,77,1,5,10,8,3,0,0,44,720,0,2013,1,0,1,0,0
779,2,17144.0,96,5,3,0,4,7,0,0,60,29,0,2014,2,0,0,0,1
1863,1,44503.0,83,2,2,0,3,6,0,0,48,17,0,2014,2,0,0,1,0
200,1,63693.0,63,3,11,6,9,6,0,0,42,563,0,2013,1,1,0,0,0
2088,1,54252.0,25,5,4,1,5,6,0,0,64,86,0,2013,2,0,0,1,0
1796,1,53977.0,21,5,5,5,12,5,0,0,62,287,0,2013,1,0,0,0,1
378,1,27421.0,14,3,4,1,6,7,0,0,66,281,0,2012,0,1,0,0,0
418,2,18492.0,75,1,1,0,2,8,0,0,38,8,0,2014,1,0,0,0,1
1698,1,52117.0,55,2,5,2,4,7,0,0,55,167,0,2012,1,0,0,0,1
391,3,68682.0,56,1,4,9,10,2,0,0,29,679,0,2013,0,0,0,0,1
1522,2,57036.0,33,4,6,3,13,9,0,0,45,342,1,2012,1,0,1,0,0
1162,1,81657.0,69,1,3,4,8,1,0,0,51,733,0,2014,0,0,0,1,0
1495,2,54108.0,74,13,8,2,9,8,0,0,47,208,0,2012,2,0,1,0,0
2027,1,75330.0,94,4,10,3,12,6,0,0,43,554,0,2012,2,0,1,0,0
1152,1,57304.0,61,2,7,6,10,5,0,0,69,670,0,2013,1,0,1,0,0
1367,1,48904.0,1,4,7,2,4,8,0,0,60,88,0,2012,1,0,0,1,0
64,1,70666.0,29,1,7,4,4,4,0,0,72,678,0,2013,0,0,0,0,1
2062,1,71866.0,85,1,6,3,10,3,0,0,64,531,0,2013,1,0,1,0,0
1180,3,62000.0,25,1,6,6,13,4,0,0,68,121,1,2013,1,0,0,1,0
492,1,55563.0,22,1,2,0,3,3,0,0,42,14,0,2014,1,1,0,0,0
379,2,35688.0,94,7,4,1,4,8,0,0,47,138,0,2012,3,0,1,0,0
763,1,72063.0,3,2,5,2,12,2,0,0,41,578,0,2013,1,0,1,0,0
791,1,73926.0,54,1,6,5,12,3,0,0,47,953,0,2013,0,0,0,0,1
1076,1,40479.0,95,1,0,0,3,4,0,0,38,10,0,2013,1,0,0,0,1
878,3,82072.0,67,1,3,2,13,1,0,0,50,1129,0,2013,0,0,0,0,1
337,1,41411.0,11,1,2,1,4,6,0,0,34,102,0,2013,0,1,0,0,0
1016,2,33564.0,51,1,1,1,3,5,0,0,54,10,0,2014,1,0,0,0,1
1275,3,37633.0,49,2,1,0,3,9,0,0,63,25,0,2012,2,0,1,0,0
455,2,66664.0,78,1,5,7,6,3,0,0,38,891,0,2012,0,0,0,0,1
815,1,57091.0,0,1,7,3,7,5,0,1,59,113,1,2014,0,0,0,1,0
995,2,56337.0,25,5,8,5,4,8,0,1,39,375,2,2013,2,0,1,0,0
1981,3,72968.0,8,1,5,5,8,3,0,1,57,866,1,2013,0,1,0,0,0
201,3,102160.0,54,0,7,9,10,4,0,1,43,477,3,2012,0,0,0,0,1
161,3,70356.0,20,2,10,6,9,6,0,0,75,357,0,2012,0,0,1,0,0
1579,1,61482.0,39,1,3,2,6,2,0,0,55,251,0,2014,0,0,1,0,0
702,2,35178.0,10,1,1,1,2,7,0,1,49,36,1,2013,1,0,1,0,0
1500,3,78931.0,19,1,2,8,13,1,0,0,49,612,0,2013,0,0,1,0,0
1129,3,36778.0,63,3,3,0,3,9,0,0,52,48,0,2012,2,0,1,0,0
1021,3,32173.0,0,1,1,0,3,4,0,0,62,4,0,2013,1,1,0,0,0
1585,2,45143.0,74,3,6,1,5,7,0,0,55,109,0,2013,1,0,0,0,1
1955,1,48877.0,27,1,3,0,4,7,0,0,54,42,0,2014,1,1,0,0,0
34,2,68657.0,4,1,3,5,9,7,0,0,74,714,0,2013,0,0,1,0,0
775,1,20587.0,39,1,1,1,2,7,0,0,50,23,0,2014,1,0,0,1,0
1478,2,79419.0,96,1,4,6,4,2,0,0,50,880,0,2014,0,0,0,0,1
1390,2,63841.0,64,1,9,3,9,6,0,0,52,273,0,2013,1,1,0,0,0
2139,3,42769.0,15,2,1,1,4,4,0,0,58,17,0,2013,1,0,1,0,0
1363,2,50523.0,89,2,2,0,4,6,0,0,60,40,0,2013,2,0,0,0,1
2041,1,32871.0,28,1,1,0,3,4,0,0,69,21,0,2013,2,0,1,0,0
241,1,61074.0,37,7,11,5,8,7,0,0,62,313,0,2012,1,0,1,0,0
2061,1,54591.0,63,3,6,2,8,5,0,0,71,143,0,2013,1,0,0,0,1
600,2,49618.0,77,4,3,1,3,7,0,0,54,49,0,2013,2,0,0,0,1
1297,1,60894.0,61,5,10,3,8,7,0,0,54,226,0,2013,1,0,0,0,1
2068,0,22123.0,77,1,2,1,3,5,0,0,60,99,0,2014,0,1,0,0,0
646,1,29103.0,38,2,1,0,3,9,0,0,35,32,0,2012,1,0,0,0,1
1528,1,9255.0,91,1,1,1,2,8,0,0,31,13,0,2013,1,0,0,1,0
1267,2,23748.0,97,3,2,1,3,8,0,0,52,70,0,2012,1,1,0,0,0
1899,1,35701.0,36,1,1,0,3,6,0,0,61,25,0,2013,0,0,1,0,0
562,1,66565.0,80,4,4,2,9,8,0,0,58,318,0,2012,1,0,0,1,0
189,0,24882.0,52,1,1,1,2,6,0,0,42,79,1,2012,1,0,0,0,1
1806,3,21840.0,80,1,1,0,3,9,0,0,37,10,0,2013,1,0,0,0,1
975,2,33462.0,78,1,2,0,3,7,0,0,41,32,0,2013,1,1,0,0,0
2047,1,71128.0,80,3,2,10,12,7,0,0,47,657,0,2012,1,1,0,0,0
1082,3,71691.0,0,1,4,7,5,2,0,1,62,856,0,2014,0,0,0,1,0
474,3,62010.0,93,4,6,2,7,5,0,0,48,159,0,2012,1,0,1,0,0
747,1,75507.0,56,1,8,6,6,3,0,0,41,731,0,2014,0,0,0,0,1
21,1,2447.0,42,15,0,28,0,1,0,0,41,1729,0,2013,1,0,1,0,0
459,1,80124.0,47,1,3,7,8,1,0,0,57,1012,1,2014,0,0,1,0,0
1184,2,67369.0,81,4,7,4,10,4,0,1,51,163,2,2012,1,1,0,0,0
955,2,41021.0,12,2,2,0,3,6,0,1,51,50,0,2012,1,0,0,0,1
1215,2,77297.0,84,1,5,7,9,4,0,0,63,381,1,2013,0,1,0,0,0
1515,3,37401.0,14,2,2,0,3,7,0,0,47,29,0,2014,1,0,1,0,0
769,3,40760.0,64,2,2,1,3,6,0,0,55,23,0,2013,1,0,0,1,0
1685,1,18222.0,70,1,2,0,3,8,0,0,30,55,0,2012,0,0,1,0,0
130,1,62998.0,10,5,5,4,5,5,0,0,68,343,0,2013,1,0,1,0,0
2135,1,78499.0,12,1,11,3,4,4,0,1,63,422,1,2013,0,0,0,1,0
1482,3,60585.0,17,10,7,4,9,5,0,1,49,469,0,2013,2,0,1,0,0
